NMU;PIB_I;PIBpC_I;VAADESS_I;VAADESS_R_I;VAAGRO_I;VAAGRO_R_I;VABT_I;VAIND_I;VAIND_R_I;VASERV_I;VASERV_R_I;PIB_V;PIBpC_V;VAADESS_V;VAADESS_R_V;VAAGRO_V;VAAGRO_R_V;VABT_V;VAIND_V;VAIND_R_V;VASERV_V;VASERV_R_V;PIB_M;PIBpC_M;VAADESS_M;VAADESS_R_M;VAAGRO_M;VAAGRO_R_M;VABT_M;VAIND_M;VAIND_R_M;VASERV_M;VASERV_R_M;ANOSESTUDOS;IDHME;IDEB_EF1M;IDEB_EF2M;IDEB_EMM;IDEB_FF1M;IDEB_FF2M;IDEB_FMM;IDEB_MF1M;IDEB_MF2M;IDEB_MMM;IDEB_PF1M;IDEB_PF2M;IDEB_PMM;INREND_EF1M;INREND_EF2M;INREND_EMM;INREND_FF1M;INREND_FF2M;INREND_FMM;INREND_MF1M;INREND_MF2M;INREND_MMM;INREND_PF1M;INREND_PF2M;INREND_PMM;NSLP_EF1M;NSLP_EF2M;NSLP_EMM;NSLP_FF1M;NSLP_FF2M;NSLP_FMM;NSLP_MF1M;NSLP_MF2M;NSLP_MMM;NSLP_PF1M;NSLP_PF2M;NSLP_PMM;NSMAT_EF1M;NSMAT_EF2M;NSMAT_EMM;NSMAT_FF1M;NSMAT_FF2M;NSMAT_FMM;NSMAT_MF1M;NSMAT_MF2M;NSMAT_MMM;NSMAT_PF1M;NSMAT_PF2M;NSMAT_PMM;TXAPRO_EF1M;TXAPRO_EF2M;TXAPRO_EMM;TXAPRO_FF1M;TXAPRO_FF2M;TXAPRO_FMM;TXAPRO_MF1M;TXAPRO_MF2M;TXAPRO_MMM;TXAPRO_PF1M;TXAPRO_PF2M;TXAPRO_PMM;RM_I;RM_V;V_RAECP;V_RAP;V_RCC;V_RCO;V_REM;V_RIT;V_RSE;V_RSIUP;M_RAECP;M_RAP;M_RCC;M_RCO;M_REM;M_RIT;M_RM;M_RSE;M_RSIUP;CENSO22;CENSO_V;EXPOR;IDMECO;IDMINFRA;IDMSUS;IDMSEG;IDMTRAB;REGIOES;IDEB_PFUND;NM_PF1;NM_PF2;NM_PM;NM_PFUND;NM_EF1;NM_EF2;NM_EM;NM_EFUND;NM_MF1;NM_MF2;NM_MM;NM_MFUND;NM_FF1;NM_FF2;NM_FM;NM_FFUND;IDEB_MFUND;IDEB_EFUND;IDEB_FFUND
Montividiu do Norte;3434091;834733;10938371;3,31114E+16;12934412;3,91536E+16;33035014;2620043;7,93111E+15;6542187;1,98038E+15;24,01951958;2,191534299;2,211207226;0,09282377;0,268275435;0,011261874;2,382156248;1,028145721;0,431602974;2,615933173;10,98136688;50497638;1162449,273;17971626,64;2,2767E+16;19214897,45;9,66127E+15;53925871,73;1851559,091;7,90467E+15;11408760,09;1,40996E+16;9,13;0,488;6;4,766666667;4,2;;;;5,233333333;;;5,333333333;4,716666667;4,2;0,981000005;0,964408665;1;;;;0,975104992;0,91807902;;0,975449487;0,953950842;1;209,8;246,918;258,42;;;;195,058;;;197,406;246,918;258,42;234,6;247,808;260,61;;;;203,588;;;206,76;247,808;260,61;98,1;96,45;100;;;;97,28333333;92,3;;97,28333333;95,41666667;100;914,61;2,081084;2,584823375;1,834740924;1,542752965;2,056705632;1,655450222;1,663796012;2,26937699;;1291,922727;1545,16;899,8575;1118,662727;3593,895;1336,507143;1550,537273;1366,926364;;3779;0,916787967;5,180176132;2,139534884;1,244897959;0,950585176;0,910123967;1,563535912;NORTE GOIANO;5,025;202,083;247,363;259,515;224,723;222,2;247,363;259,515;234,7815;199,323;;;;;;;;;5,383333333;
Amaralina;33359691;97429;973646;3,02843E+15;16815743;5,23038E+15;32150163;903064;2,80889E+16;4694896;1,4603E+16;2,637497062;23,48710343;21,69338548;8,136682695;0,300788018;1,128185667;2,666121599;2,517337642;0,944194609;0,25009095;0,938032796;50137699,45;1360230,545;14592335,36;1,51472E+16;22621663,18;5,16695E+15;51455553,64;1262526,909;2,16771E+16;6833206,455;1,14168E+16;8,54;0,489;;4,766666667;4,3;;;;5,016666667;;;5,016666667;4,8;4,3;;0,944473497;0,973896687;;;;0,913772503;0,97558397;;0,913772503;0,951857677;0,973896687;;250,164;267,1366667;;;;190,302;;;190,302;250,164;267,1366667;;255,114;263,8133333;;;;210,42;;;210,42;255,114;263,8133333;;94,53333333;97,1;;;;91,81666667;98;;91,81666667;95,15;97,1;860,23;2,211827;2,17029136;2,250783847;1;0,453388288;0,74752451;1,218719532;1,3459295;;1587,061818;1330,073636;1865,68;784,8045455;712,99;1992,327143;1403,898182;1851,745455;;3268;0,951659872;;1,87394958;1,390804598;1,045977011;1,015822785;1,401197605;NORTE GOIANO;4,908333333;200,361;252,639;265,475;226,5;;252,639;265,475;;200,361;;;;;;;;;;
Varjão;33174643;906163;9852652;3,16112E+15;11218476;3,59934E+15;31168186;1629283;5,22739E+16;8467775;2,7168E+14;2,555912327;2,438040397;2,313703559;0,887252436;3,563773546;1,366625706;2,607717337;1,524525819;0,058462081;1,891608008;72,53884388;50009061,73;1332495,818;14426860,45;1,57876E+16;19487889,91;1,55543E+16;52608819,55;1931161,909;1,19542E+16;12775995,64;1,72014E+16;9,79;0,572;;4,683333333;4,1;;;;5,366666667;;;5,366666667;4,683333333;4,1;;0,887115827;0,930927337;;;;0,929460507;;;0,929460507;0,887115827;0,930927337;;257,404;267,4;;;;209,328;;;209,328;257,404;267,4;;256,186;267,1733333;;;;220,262;;;220,262;256,186;267,1733333;;89,15;92,9;;;;93,16666667;;;93,16666667;89,15;92,9;828,62;2,448396;2,22879184;3,211395993;1,293383978;2,402479103;1,390949334;1,987244857;1,882463148;;1211,157273;1489,009091;830,205;1233,559091;1111,653333;1018,007273;1346,496364;1527,551818;;3716;1,015578027;;1,991525424;0,822580645;0,727403156;0,930161943;0,74566474;SUL GOIANO;5,025;214,795;256,795;267,2866667;235,795;;256,795;267,2866667;;214,795;;;;;;;;;;
Santa Tereza de Goiás;39420681;987739;11420958;3,10344E+15;9308316;2,52937E+14;3680096;2483862;6,74945E+15;13587824;3,69225E+16;1,749771218;2,129067497;1,834191405;10,29879935;2,564621033;14,40008789;17,80975958;0,917549767;0,515194921;1,357246973;0,762080458;48204776,36;1452745,909;15361169,64;1,7358E+16;13723199,36;1,03519E+16;47147157,91;1978835,273;1,37993E+16;14807260,55;1,34217E+16;10,03;0,561;5,9;5,016666667;4,95;;;;5,383333333;4,433333333;;5,383333333;4,916666667;4,95;0,961889004;0,955764177;0,974819333;;;;0,964474663;0,91703552;;0,962104175;0,94333034;0,974819333;216,15;253,826;286,065;;;;202,544;249,965;;202,144;256,518;286,065;226,08;257,946;294,245;;;;208,02;236,87;;208,862;256,934;294,245;95,72;95,41666667;97,2;;;;96,41666667;91,35;;96,21666667;94,25;97,2;859,36;2,135019;2,472668146;1,758698514;;1,864801234;0,666666667;1,882882883;3,27892177;;1332,69;1375,211818;;1142,062727;1125;882,71;1389,25;1592,687273;;3293;0,82428035;;2,393258427;0,920127796;1,232492997;0,772216547;1,299019608;NORTE GOIANO;5,15;205,503;256,726;290,155;231,1145;221,115;255,886;290,155;238,5005;205,282;243,4175;;224,34975;;;;;4,908333333;5,458333333;
Araçu;32185711;850349;10237223;3,32546E+14;8737154;2,83818E+16;30784385;3102793;1,00791E+16;8707216;2,82845E+16;2,121176537;0,230311319;1,942363178;0,091439185;2,256803302;0,106241849;2,124213136;0,275694189;0,1297865;1,979499762;0,931874363;48023152,36;1144152;15437746,45;1,11059E+16;13027807,09;1,39399E+16;41891365,64;3637653,636;6,12887E+15;12151270,55;1,42973E+16;9,34;0,578;5,775;5;4,366666667;;;;6,283333333;;;6,133333333;5;4,366666667;0,992475258;0,962316503;1;;;;0,997233668;;;0,996401668;0,962316503;1;203,9;256,392;266,6333333;;;;217,012;;;214,388;256,392;266,6333333;218,9433333;252,978;261,5;;;;231,236;;;227,93;252,978;261,5;99,25;96,38333333;100;;;;99,68333333;;;99,63333333;96,38333333;100;718,9;2,296564;2,322603435;3,193742871;0,644596988;1,868648801;;2,091970538;1,58271558;1,122748224;1116,873636;1401,53;1460,166667;1123,630909;;959,0236364;1197,875455;1089,94;7635,865;3799;0,999210942;;2,141509434;0,921787709;0,866180049;0,966781214;2,466019417;CENTRO GOIANO;5,566666667;221,159;254,685;264,0666667;237,922;211,4216667;254,685;264,0666667;233,0533333;224,124;;;;;;;;;5,3875;
Professor Jamil;30993016;955395;9160516;3,19281E+15;8940024;3,11596E+15;28691048;1493782;5,20644E+15;9096726;3,17058E+15;2,053563583;2,079850742;2,139542576;1,024827271;2,106648371;10,09071156;0,020877104;0,25608556;0,122663353;0,193920758;0,092886808;46915665,73;1516518,545;12826332,18;1,52408E+16;11862092;1,43621E+16;36764041,18;2595691,636;1,47821E+16;12415886,73;8,50794E+15;10,47;0,579;6,233333333;5,283333333;4,433333333;;;;;;;6,233333333;5,283333333;4,433333333;0,973371178;0,921469008;0,91096202;;;;;;;0,973371178;0,921469008;0,91096202;220,422;267,186;280,5933333;;;;;;;220,422;267,186;280,5933333;237,804;272,71;283,43;;;;;;;237,804;272,71;283,43;97,21666667;92,21666667;90,56666667;;;;;;;97,26666667;92,21666667;90,56666667;877,05;2,180902;2,322808885;2,255048167;1,053127027;2,248599242;2,365797878;1,707411867;1,482089904;;1373,15;1521,885455;949,55;1042,107273;2190,74;908,262;1375,600909;1099,086364;;3649;1,126582278;;1,990825688;1,095419847;0,907539118;0,815682281;1,338521401;SUL GOIANO;5,758333333;229,113;269,948;282,0116667;249,5305;229,113;269,948;282,0116667;249,5305;;;;;;;;;;5,758333333;
Campestre de Goiás;27973144;825897;9491772;3,54291E+16;918759;3,42937E+16;26790887;1911656;7,13547E+14;6199868;2,31417E+15;2,146244734;1,992144299;2,15821324;0,100898175;20,64048679;0,009649591;2,139001258;1,926285378;9,005536441;2,286249643;10,68839784;46792960,45;1191833,818;15433644;2,04637E+16;11583537,18;2,29112E+16;44341592,09;3666365,909;1,52166E+16;10501379,91;1,96481E+16;9,51;0,556;;5;4,55;;;;6,15;4,65;;6,15;5;4,55;0,94309199;0,93195939;0,976161323;;;;0,975579332;0,911420258;;0,974820167;0,927444158;0,976161323;;260,995;268,13;;;;218,57;248,645;;218,57;260,618;268,13;;264,425;277,13;;;;234,918;256,895;;234,918;264,808;277,13;93,9;93,3;97,43333333;;;;97,36666667;91,325;;97,25;93,08333333;97,43333333;869,85;2,203828;2,133233271;2,683980881;1,850253186;1,871491422;3,962643205;1,71570641;1,196792794;;1262,613636;1730,763636;1035,036;1080,29;1734,22125;1069,836364;1405,219091;1220,715455;;3755;1,108650723;;0,752212389;0,85915493;1,318541997;0,755741127;1,248803828;SUL GOIANO;5,575;226,744;262,713;272,63;244,7285;;262,71;272,63;;226,744;252,77;;239,757;;;;;5,4;;
Mimoso de Goiás;30961467;1153127;7384114;2,44847E+15;16883964;5,59849E+15;30158088;159726;5,29629E+15;429275;1,42342E+15;0,560432133;5,825631522;2,415563194;4,276731468;7,343076424;1,300084638;5,648152595;43,04811991;0,762162834;50,42116825;8,927019481;46660059,45;2126850,545;12136610,55;1,73813E+16;31238072,91;9,19872E+15;62371170;2563602;1,81185E+16;8425258,727;1,1704E+16;8,63;0,543;;4,116666667;4,1;;;;4,616666667;;;4,616666667;4,116666667;4,1;;0,90224001;0,967882327;;;;0,914117833;;;0,914117833;0,90224001;0,967882327;;234,376;262,5133333;;;;182,908;;;182,908;234,376;262,5133333;;238,818;257,0066667;;;;192,212;;;192,212;238,818;257,0066667;;90,56666667;96,56666667;;;;91,68333333;;;91,68333333;90,56666667;96,56666667;904,59;1,866603;2,252641352;1,574287581;1,901062157;2,09264859;1,266152143;0,996207332;1,475923699;;1432,338182;1374,83;2700,39;997,2363636;1259,87;788,2533333;1404,367273;1575,350909;;2614;0,973556797;;1,733870968;1,784615385;1,116863905;1,082004556;1,930555556;LESTE GOIANO;4,366666667;187,56;236,597;259,76;212,0785;;236,597;259,76;;187,56;;;;;;;;;;
Estrela do Norte;31087157;936925;9709366;3,46117E+16;4358046;1,55354E+16;28052282;3424083;1,22061E+16;10560787;3,76468E+16;1,941443439;0,197356245;1,977825226;0,984363504;3,54443597;1,764065583;2,009242742;1,568605376;0,780694807;1,547476055;0,770178746;46615508,36;1138688,273;14677863,27;2,90542E+16;8557881,818;2,04967E+16;43219312,73;4600288,182;1,03247E+16;14615285;2,59329E+16;11,11;0,593;;4,8;4,2;;;;5,7;5,4;;5,7;5,08;4,2;;0,9489704;0,94990166;;;;0,963446667;0,982518165;;0,963446667;0,955156653;0,94990166;;251,038;269,9633333;;;;206,14;263,786;;206,14;258,07;269,9633333;;250,6;262,71;;;;222,204;267,17;;222,204;259,55;262,71;;95,14;95,4;;;;96,48333333;98,28333333;;96,48333333;95,7;95,4;870,2;1,851701;1,771321241;1,734885699;1,021938469;1,963618895;2,346316667;0,859786306;2,915430379;1;1193,910909;1438,943636;1231,59;1096,852727;2060,655;1103,935455;1371,034545;1285,223636;727,7;3205;0,965361446;;1,352112676;0,863924051;0,985005767;0,693239152;1,078947368;NORTE GOIANO;5,39;214,172;258,81;266,3366667;236,491;;250,819;266,3366667;;214,172;265,478;;239,825;;;;;5,55;;
Novo Brasil;39118571;1112587;9574702;2,56184E+16;16708383;4,47055E+16;37374374;2250808;6,02233E+15;884048;2,36539E+15;1,829197416;2,262208708;1,772156982;0,970038359;1,924597252;1,053480689;1,826893716;0,134553014;7,365125441;18,24074824;0,998457003;45433407,45;1584406,182;14231190;1,60041E+16;22546867,73;2,14021E+16;49138522,27;2572217,455;2,55389E+16;12458074,36;1,90238E+16;10,98;0,598;;4,9;4,6;;;;5,733333333;;;5,75;4,9;4,6;1;0,94593216;0,975206673;;;;0,98724067;;;0,989749173;0,94593216;0,975206673;;252,282;274,7266667;;;;202,51;;;202,51;252,282;274,7266667;;264,072;278,7966667;;;;219,136;;;219,136;264,072;278,7966667;100;94,56666667;97,8;;;;98,8;;;99;94,56666667;97,8;647,49;2,615268;2,265288326;3,200267002;1;2,153902715;1;1,113396765;2,137777469;;1213,481818;1110,825455;510;1163,25;1300;775,8881818;1071,033636;1214,76;;3527;1,002273373;;1,637681159;1,115606936;1,012779553;0,805319149;1,292307692;CENTRO GOIANO;5,325;210,823;258,177;276,7616667;234,5;;258,177;276,7616667;;210,823;;;;;;;;;;
Heitoraí;28531775;799657;9711706;3,56788E+15;8751272;3,21503E+14;27219852;1906796;7,00517E+15;6850078;2,51657E+16;2,410120611;2,303593916;0,206816598;0,086078655;3,183837961;13,25137791;2,402646715;0,126141444;0,525010368;2,196526375;0,914211133;45168051,45;992581,1818;9929905,364;1,4713E+16;13142452;1,5663E+16;42858975,82;2012402;8,88594E+15;11539195,91;1,79944E+16;11,71;0,62;5,975;4,833333333;4,266666667;;;;5,8;;;5,96;4,833333333;4,266666667;0,984576493;0,937068667;0,963169997;;;;0,9932375;;;0,991562667;0,937068667;0,963169997;206,3266667;250,818;267,6466667;;;;205,33;;;206,0775;250,818;267,6466667;230,1266667;254,604;267,0033333;;;;215,8;;;226,545;254,604;267,0033333;98,8;93,56666667;96,13333333;;;;99,3;;;99,21666667;93,56666667;96,13333333;850,75;1,892895;2,165687642;1,871000206;1;2,358691081;;2,239437966;1,377347109;;1098,350909;1051,681818;872,95;1050,875455;;922,0390909;1048,030909;1124,012727;;3354;0,939232708;;3,569230769;0,819548872;1,254327563;0,955176094;1,423728814;CENTRO GOIANO;5,396666667;216,31125;252,711;267,325;234,511125;218,2266667;252,711;267,325;235,4688333;210,565;;;;;;;;;5,404166667;
Três Ranchos;27970196;992907;10021406;3,77056E+16;4112879;1,54747E+16;26578051;2138476;8,04602E+15;10305289;3,87737E+15;2,043122365;2,033737299;2,002984312;0,983053466;2,262334243;0,111034096;2,037513097;1,297543204;6,368269268;2,134916837;1,04780521;43588584,09;1405625,727;14134346,91;2,19677E+16;6225219;1,22932E+16;41371613,36;2384983,818;1,46658E+16;16658571;1,70822E+16;10,68;0,672;;5,633333333;4,666666667;;;;6,86;;;6,86;5,633333333;4,666666667;1;0,990265007;0,974741353;;;;0,97650267;;;0,97650267;0,990265007;0,974741353;;266,806;278,6933333;;;;236,89;;;236,89;266,806;278,6933333;;271,532;281,0833333;;;;257,9525;;;257,9525;271,532;281,0833333;100;99,03333333;97,26666667;;;;97,68333333;;;97,81666667;99,03333333;97,26666667;967,84;1,770458;2,048847319;1,641947901;1,632240683;2,116278094;;1,947166872;2,01784652;;1121,393636;1420,87;1086,78;1089,236364;;873,2736364;1356,532727;1430,820909;;2921;1,036183044;;2,174757282;0,897637795;1,267716535;1,001782531;1,295566502;SUL GOIANO;6,246666667;247,42125;269,169;279,8883333;258,295125;;269,169;279,8883333;;247,42125;;;;;;;;;;
Caldazinha;26602429;800796;10002471;3,92363E+15;6103047;2,39402E+15;25492881;3608679;1,41556E+16;5778684;2,26678E+16;2,852173461;2,462296265;2,345238192;0,864016265;0,268605501;9,895776169;2,714344958;1,280781416;0,047185654;4,278352476;1,57620072;43491093,18;1252762,364;16449162,55;1,36046E+16;7209040,909;1,58061E+16;36762509,73;3129465,636;6,48302E+15;11253279,18;1,17454E+16;8,19;0,591;;4,6;4,7;;;;5,166666667;;;5,166666667;4,6;4,7;;0,903402823;0,95596233;;;;0,920169165;;;0,920169165;0,903402823;0,95596233;;253,16;282,2833333;;;;199,98;;;199,98;253,16;282,2833333;;257,5125;284,1566667;;;;209,3;;;209,3;257,5125;284,1566667;;90,28333333;94,36666667;;;;91,93333333;;;91,93333333;90,28333333;94,36666667;876,59;2,282892;2,052800865;2,702212847;1,676544168;2,00037554;;1,784646453;1,485070914;;1080,66;1725,258;1148,894444;1019,028182;;967,5781818;1398,722727;1416,902727;;4507;1,355488722;;1,747747748;1,040816327;0,9625323;0,948228883;1,468926554;CENTRO GOIANO;4,883333333;204,64;255,33625;283,22;229,988125;;255,33625;283,22;;204,64;;;;;;;;;;
São João da Paraúna;24748413;1462672;6413327;2,70815E+16;10399033;4,39119E+16;23681576;1668458;7,04538E+15;5200757;2,19612E+16;2,689952039;3,383939803;1,940911324;0,720424797;3,414423726;0,12673611;2,694120653;1,682437316;0,62448477;2,507239427;0,930633683;42308504,27;2369252;9626806;1,78198E+16;17785107,55;2,23564E+16;40419186,82;2313204,909;4,58745E+15;7225323,182;1,61876E+16;11,24;0,664;;4,8;4,833333333;;;;6,1;;;6,1;4,8;4,833333333;;0,992859196;1;;;;0,973654996;;;0,973654996;0,992859196;1;;243,3925;279,51;;;;218,415;;;218,415;243,3925;279,51;;248,4625;280,2833333;;;;230,795;;;230,795;248,4625;280,2833333;;99,18;100;;;;97,44;;;97,44;99,18;100;873,64;2,228813;2,341762866;2,386603207;;1,683842104;;1,629223118;2,371407858;;1221,029091;1472,771818;;1076,549091;;1050,234545;1367,59;1474,181818;;1774;1,050325636;;2,683544304;1,020654045;0,994878361;0,960251046;1,11627907;SUL GOIANO;5,45;224,605;245,9275;279,8966667;235,26625;;245,9275;279,8966667;;224,605;;;;;;;;;;
Mairipotaba;31072096;1306648;7962447;2,67158E+16;13784332;4,62495E+16;29804288;1505963;5,05284E+15;6551547;2,19819E+16;0,230006885;2,314670057;1,933625681;0,083138843;2,830421888;0,121697804;2,325778928;1,964841102;0,844809916;1,823590825;0,007840775;41200780,09;1828080,273;9012639,455;1,32015E+16;23575727,45;1,66785E+16;45371058,55;2002185;8,34242E+15;8745220,455;1,47498E+16;10,82;0,648;;4,916666667;4,433333333;;;;5,966666667;;;5,966666667;4,916666667;4,433333333;;0,933460663;0,961957653;;;;0,988835165;;;0,988835165;0,933460663;0,961957653;;250,214;269,0933333;;;;212,084;;;212,084;250,214;269,0933333;;259,804;276,9566667;;;;221,006;;;221,006;259,804;276,9566667;;93,35;96,1;;;;98,71666667;;;98,71666667;93,35;96,1;805,97;2,172227;2,033804951;2,541819599;1;1,812522876;0,789497882;1,949917898;1,16080402;;1177,900909;1418,467273;1339,39;1024,456;1381,725;839,363;1301,790909;1404,21;;2561;1,078770008;;1,463414634;0,923076923;0,945690673;0,798174442;1,38647343;SUL GOIANO;5,441666667;216,545;255,009;273,025;235,777;;255,009;273,025;;216,545;;;;;;;;;;
Ipiranga de Goiás;22763376;80040;8502901;3,88944E+16;7498945;3,43021E+15;21861496;1219586;5,57869E+14;4640064;2,12248E+16;2,657851278;26,12833583;2,07687541;0,078392623;0,329782923;12,44780903;2,649325051;3,038160491;11,46767736;2,548069596;0,96178066;41138498,91;1330449,364;13116904,45;9,04943E+15;17334431,36;1,12631E+16;43473253,55;2254167,545;4,63762E+15;7973863,091;1,47894E+16;10,33;0,642;;5,283333333;4,9;;;;6,366666667;;;6,366666667;5,283333333;4,9;;0,993741683;0,993927;;;;0,998975337;1;;0,998975337;0,99390167;0,993927;;255,582;276,255;;;;219,23;;;219,23;255,582;276,255;;261,616;292,255;;;;232,154;;;232,154;261,616;292,255;;99,35;99,35;;;;99,9;100;;99,9;99,31666667;99,35;805,22;1,968642;1,638577433;2,224701528;1;1,498747252;;1,936042287;1,396799884;;992,8390909;1398,236364;1168,37;1051,921818;;900,0154545;1224,622727;1677,328182;;2919;1,026371308;;1,603603604;1,005434783;1,152923538;0,973223481;1,412556054;CENTRO GOIANO;5,825;225,692;258,599;284,255;242,1455;;258,599;284,255;;225,692;;;;;;;;;;
Marzagão;28163664;135925;7126002;2,69006E+15;5914137;2,23258E+15;26490111;6727311;2,53956E+14;6722662;2,5378E+16;1,806448266;16,63538716;2,162880813;12,24677123;1,960920926;1,110322391;1,766082483;0,334580786;18,94479952;2,606563293;1,475901221;38513080,18;1516480,273;9893239,455;1,92287E+16;6961001,091;1,51168E+16;32266980;2684981,273;2,4346E+16;12660586,36;1,68689E+16;10,91;0,601;5,9;5,1;4,666666667;;;;6,15;;;5,883333333;5,1;4,666666667;0,989462493;0,932895332;0,979947663;;;;0,97722;;;0,985747;0,932895332;0,979947663;203,314;265,382;284,21;;;;217,525;;;205,592;265,382;284,21;225,742;265,892;272,8733333;;;;229,115;;;225,266;265,892;272,8733333;98,71666667;93,56666667;97,6;;;;97,85;;;98,66666667;93,56666667;97,6;779,9;2,107103;2,110716521;2,31375594;0,544047551;2,182139505;;1,046660888;1,519236762;;1263,007273;1299,302727;1405,04;1292,685455;;1214,571111;1327,551818;1301,861818;;2758;1,331081081;;1,575;0,782816229;1,075334143;1,154557464;1,215311005;SUL GOIANO;5,491666667;215,429;265,637;278,5416667;240,533;214,528;265,637;278,5416667;240,0825;223,32;;;;;;;;;5,5;
Uirapuru;29741289;1013332;9196175;3,20657E+16;13264888;4,62527E+15;28679161;997844;3,47933E+15;5220253;1,82023E+15;1,993968116;0,206066719;1,922105767;0,989443053;1,597065953;0,822122196;1,942613837;1,679226412;8,644159636;2,907140133;0,149650954;38115086,18;1261261,818;12974559,91;2,85211E+16;16378894,45;1,41933E+16;33175566,18;1314091,273;1,57404E+16;7656433,455;1,18683E+16;9,73;0,579;;4,466666667;3,8;;;;4,983333333;4,6;;4,983333333;4,56;3,8;;1;0,942779995;;;;0,950760667;0,937191837;;0,950760667;0,945482672;0,942779995;;235,7933333;252,12;;;;192,262;246,7625;;192,262;243,415;252,12;;231,16;254,575;;;;200,29;249,9575;;200,29;245,105;254,575;;100;95,55;;;;95,23333333;94,03333333;;95,23333333;94,95;95,55;1076,83;1,81127;1,966524172;1,844172071;;2,383141251;1,116751269;2,320114473;0,993958866;;1542,814545;1582,83;;1072,663636;1668;1514,601;1536,327273;1625,618182;;2798;0,953972042;;1,990384615;0,864864865;1,011290323;0,997794928;1,268398268;NOROESTE GOIANO;4,771666667;196,276;244,26;253,3475;220,268;;233,4766667;253,3475;;196,276;248,36;;222,318;;;;;4,791666667;;
Guarani de Goiás;26298802;617053;11065036;4,35915E+15;7647543;3,0128E+15;25383493;1945139;7,66301E+15;4725774;1,86175E+15;0,260392812;2,885580331;2,188604447;0,865000412;2,446656658;9,669901836;2,530177348;3,472950776;1,372611599;3,077055314;12,16142148;36526163,27;1049523,091;12400119,18;1,71573E+16;10204926,09;1,85004E+16;39659398,82;2814965,545;9,42044E+15;8777283,727;1,23288E+16;10,54;0,557;;4,7;4,233333333;;;;4,866666667;3,86;;4,9;4,433333333;4,233333333;0,996903748;0,956864338;0,992025327;;;;0,967227672;0,902787204;;0,971871827;0,938264667;0,992025327;;239,714;260,97;;;;185,692;226,935;;185,692;235,996;260,97;;255,152;262,91;;;;197,65;222,29;;197,65;245,67;262,91;99,5;96;99,23333333;;;;96,65;89,1;;97,01666667;93,9;99,23333333;902,44;2,045765;2,225310079;2,039941389;;1,926100604;2,038526259;1,113297379;1,410039123;1;1127,43;1396,32;;1058,364545;1835,765455;944,9566667;1348,604545;1970,731818;900;4085;0,959370597;;2,055045872;1,139534884;0,987878788;1,039125432;1,403141361;LESTE GOIANO;4,666666667;191,671;240,833;261,94;216,252;;247,433;261,94;;191,671;224,6125;;208,14175;;;;;4,363333333;;
Avelinópolis;3376357;1377543;7452983;2,36266E+16;11373856;3,60561E+15;31544898;5771445;1,8296E+16;6946614;2,20214E+16;17,37130167;1,767415609;2,467538836;1,382620195;1,724587246;9,663269002;1,784683057;0,952720506;0,533831765;1,84166545;0,103192858;36370211,82;1889009,182;10700008,18;1,73397E+16;16785588,64;2,92347E+16;40230009,45;5228411,909;1,34697E+16;9056773,273;1,63231E+16;7,92;0,508;;4,88;4,7;;;;5,966666667;4,7;;5,966666667;4,966666667;4,7;;0,956772168;1;;;;0,98593367;0,977768343;;0,98593367;0,95397384;1;;244,2375;270,36;;;;213,996;237,12;;213,996;248,754;270,36;;255,67;282,35;;;;226,806;245,3;;226,806;257,612;282,35;;95,76666667;100;;;;98,73333333;97,73333333;;98,73333333;95,45;100;747,87;2,094495;2,039386029;2,435369184;0,493266667;2,252696867;1,729003497;2,011018287;1,280156477;;1116,460909;1454,906364;1258,384;966,1981818;1744,73;1092,450909;1272,167273;1343,909091;;2868;1,170612245;;1,918181818;1,01863354;0,947198276;0,950413223;1,115942029;CENTRO GOIANO;5,466666667;220,401;253,183;276,355;236,792;;249,95375;276,355;;220,401;241,21;;230,8055;;;;;5,333333333;;
Sítio d'Abadia;20223741;71690;7305809;3,71384E+15;8533362;4,33786E+16;19671825;766776;3,89784E+16;3065877;1,55851E+16;3,209009401;30,16532292;2,152226126;6,789934191;4,126912581;0,130197587;3,169730465;2,964979342;0,935404248;2,981435981;0,094059606;36363072,73;1273288,364;10023925,36;1,65448E+16;18045186,64;1,56413E+16;37822278,91;1508877,545;2,49812E+16;6044266,909;1,06778E+16;9,75;0,497;5,6;4,58;4,2;;;;5,566666667;;;5,55;4,58;4,2;0,969219663;0,960877592;0,98788;;;;1;;;0,982915402;0,960342796;0,98788;192,77;242,87;261,5766667;;;;199,5933333;;;197,8875;242,87;261,5766667;222,46;243,948;260,7033333;;;;207,25;;;211,0525;243,948;260,7033333;96,03333333;96,14;98,8;;;;100;;;98,1;96,08;98,8;768,02;2,634241;1,857439362;3,047942197;;2,355686275;;;1,692759678;1;1274,113636;1333,81;;835,3463636;;;1350,942727;5955,721;2648,62;2927;1,036106195;;2,363636364;1,011363636;1,32998325;0,957356077;1,342995169;LESTE GOIANO;5,065;204,47;243,409;261,14;223,9395;207,615;243,409;261,14;225,512;203,4216667;;;;;;;;;5,09;
