NMU;PIB_I;PIBpC_I;VAADESS_I;VAADESS_R_I;VAAGRO_I;VAAGRO_R_I;VABT_I;VAIND_I;VAIND_R_I;VASERV_I;VASERV_R_I;PIB_V;PIBpC_V;VAADESS_V;VAADESS_R_V;VAAGRO_V;VAAGRO_R_V;VABT_V;VAIND_V;VAIND_R_V;VASERV_V;VASERV_R_V;PIB_M;PIBpC_M;VAADESS_M;VAADESS_R_M;VAAGRO_M;VAAGRO_R_M;VABT_M;VAIND_M;VAIND_R_M;VASERV_M;VASERV_R_M;ANOSESTUDOS;IDHME;IDEB_EF1M;IDEB_EF2M;IDEB_EMM;IDEB_FF1M;IDEB_FF2M;IDEB_FMM;IDEB_MF1M;IDEB_MF2M;IDEB_MMM;IDEB_PF1M;IDEB_PF2M;IDEB_PMM;INREND_EF1M;INREND_EF2M;INREND_EMM;INREND_FF1M;INREND_FF2M;INREND_FMM;INREND_MF1M;INREND_MF2M;INREND_MMM;INREND_PF1M;INREND_PF2M;INREND_PMM;NSLP_EF1M;NSLP_EF2M;NSLP_EMM;NSLP_FF1M;NSLP_FF2M;NSLP_FMM;NSLP_MF1M;NSLP_MF2M;NSLP_MMM;NSLP_PF1M;NSLP_PF2M;NSLP_PMM;NSMAT_EF1M;NSMAT_EF2M;NSMAT_EMM;NSMAT_FF1M;NSMAT_FF2M;NSMAT_FMM;NSMAT_MF1M;NSMAT_MF2M;NSMAT_MMM;NSMAT_PF1M;NSMAT_PF2M;NSMAT_PMM;TXAPRO_EF1M;TXAPRO_EF2M;TXAPRO_EMM;TXAPRO_FF1M;TXAPRO_FF2M;TXAPRO_FMM;TXAPRO_MF1M;TXAPRO_MF2M;TXAPRO_MMM;TXAPRO_PF1M;TXAPRO_PF2M;TXAPRO_PMM;RM_I;RM_V;V_RAECP;V_RAP;V_RCC;V_RCO;V_REM;V_RIT;V_RSE;V_RSIUP;M_RAECP;M_RAP;M_RCC;M_RCO;M_REM;M_RIT;M_RM;M_RSE;M_RSIUP;CENSO22;CENSO_V;EXPOR;IDMECO;IDMINFRA;IDMSUS;IDMSEG;IDMTRAB;REGIOES;IDEB_PFUND;NM_PF1;NM_PF2;NM_PM;NM_PFUND;NM_EF1;NM_EF2;NM_EM;NM_EFUND;NM_MF1;NM_MF2;NM_MM;NM_MFUND;NM_FF1;NM_FF2;NM_FM;NM_FFUND;IDEB_MFUND;IDEB_EFUND;IDEB_FFUND
Padre Bernardo;220980591;798081;65255269;3,11572E+15;56467922;2,69615E+16;209439109;18331102;8,75247E+14;69384816;3,31289E+16;3,429061216;0,275769001;2,339766203;0,068038068;5,810640756;1,689676385;3,438907477;2,294155856;6,671176445;2,844864949;0,082725836;376811558,6;1263457,727;102273977,4;1,94353E+16;147047088,8;1,98558E+16;431067357,6;31687637,36;6,32486E+15;140990461,3;1,37415E+16;8,61;0,515;;3,966666667;4,166666667;;;;4,733333333;4,266666667;;4,733333333;4,216666667;4,166666667;;0,799940838;0,964472333;;;;0,885022177;0,85194733;;0,883787832;0,838024347;0,964472333;;246,846;265,9233333;;;;192,566;249,876;;192,566;249,038;265,9233333;;248,906;260,7966667;;;;204,864;251,104;;204,864;250,166;260,7966667;;80,6;96,16666667;;;;88,26666667;84,71666667;;88,15;83,6;96,16666667;945,85;2,529703;2,394826498;3,518896396;1,401062828;2,149680511;2,121453613;1,336746072;1,805258766;0,876371812;1350,257273;2152,45;1609,722727;1140,113636;2269,960909;1066,162727;1648,657273;1477,709091;3435,99375;34967;1,263669546;;2,091666667;1,065217391;0,956884562;1,039390089;1,485294118;LESTE GOIANO;4,475;198,715;249,602;263,36;224,1585;;247,876;263,36;;198,715;250,49;;224,6025;;;;;4,5;;
Crixás;257575515;1634155;398791;1,67645E+16;36300424;1,52601E+16;237878111;91328714;3,83931E+16;70369872;2,95823E+15;2,448865906;2,264669508;232,3745571;0,094050287;1,994555518;0,807267889;2,470747996;2,780305535;0,1125289;2,39794445;0,970533804;375648040,8;2422799,909;62559698,73;1,22365E+16;45472985,45;1,1535E+16;406566283,1;153132518;1,61004E+16;125081006,7;1,571E+16;9,74;0,625;;5,033333333;4,466666667;;;;5,633333333;;;5,633333333;5,033333333;4,466666667;;0,97372384;0,982151667;;;;0,973118663;1;;0,973118663;0,973387998;0,982151667;;253,236;269,4866667;;;;204,366;;;204,366;253,236;269,4866667;;253,894;271,2;;;;216,832;;;216,832;253,894;271,2;;97,3;98,13333333;;;;97,26666667;100;;97,26666667;97,38333333;98,13333333;1611,24;2,011767;2,208549343;2,322026765;7,267686661;1,901319792;1,90640245;2,3538663;1,101322778;11,89933615;1246,24;1693,858182;1762,520909;1100,845455;3765,577273;1347,306364;2518,014545;2457,108182;6675,367143;17065;1,082804569;434781,7178;1,841772152;0,902777778;0,970896391;1,144927536;1,089156627;NOROESTE GOIANO;5,333333333;210,599;253,565;270,3433333;232,082;;253,565;270,3433333;;210,599;;;;;;;;;;
Pirenópolis;244744579;1061108;51722633;2,2773E+15;4080176;1,79647E+16;227122136;45719178;2,01298E+15;88878566;3,91325E+15;2,236845033;2,058443627;2,097251004;9,268576163;38,66282876;0,17086623;2,262754243;0,958962867;4,238033669;2,293602397;1,013633011;360363809,2;1575403,273;82818064,36;1,34147E+16;64950969,27;1,28288E+16;331635894,1;37927882,09;9,25263E+15;160798762,4;1,08925E+16;9,51;0,604;4,9;4,85;4,3;;;;5,333333333;;;5,316666667;4,85;4,3;0,95444101;0,948846007;0,938229;;;;0,952179152;;;0,952575323;0,948846007;0,938229;181,11;249,634;272,28;;;;196,958;;;196,692;249,634;272,28;205,11;255,158;271,6;;;;212,304;;;212,154;255,158;271,6;96;94,91666667;93,6;;;;95,11666667;;;95,16666667;94,91666667;93,6;864,07;2,01405;1,876078874;2,284757588;1,620670126;2,043551958;1,255413315;2,099101374;1,993901655;0,534388111;1171,480909;1655,099091;1340,079091;1066,158182;943,153;1356,797273;1383,479091;1429,127273;3649,077778;26690;1,160132139;3,939053548;0,653846154;0,961904762;1,014844804;1,826873385;1,722727273;LESTE GOIANO;5,083333333;204,423;252,396;271,94;228,4095;193,11;252,396;271,94;222,753;204,631;;;;;;;;;4,875;
Pontalina;208549271;1218731;39410814;2,02587E+15;54954639;2,82489E+15;194537457;21849926;1,12317E+16;78322078;4,02607E+14;2,826086076;0,270772632;0,219582219;0,769145116;4,23412422;1,483114606;2,854886738;2,595316661;0,909078678;2,291193321;8,025513904;354891335,7;1770656,273;44929196;1,14608E+16;123731224,3;1,47021E+16;376787892,2;40883282,55;7,83862E+15;137788512,5;1,5287E+16;9,09;0,547;6,8;5,45;4,933333333;;;;5,716666667;4,916666667;;5,933333333;5,2;4,933333333;0,992613196;0,967744002;0,990759333;;;;0,971140335;0,92963918;;0,976192842;0,94886766;0,990759333;224,5466667;263,534;283,91;;;;208,84;260,87;;212,34;262,004;283,91;242,33;270,176;284,8933333;;;;217,682;260,332;;222,562;266,062;284,8933333;99,46;96,85;99,03333333;;;;97,1;92,91666667;;97,55;94,93333333;99,03333333;891,21;2,105015;2,067658019;3,123677539;2,862706567;2,23440468;;2,041358613;1,426630892;2,802087383;1311,346364;1814,336364;1233,851818;1094,39;;1023,646364;1376,572727;1788,378182;6319,077143;18309;1,06938847;1,267482517;1,604166667;1,004454343;1,095558546;0,947688564;1,271794872;SUL GOIANO;5,566666667;217,451;264,033;284,4016667;240,742;233,4383333;266,855;284,4016667;250,1466667;213,261;260,601;;236,931;;;;;5,316666667;6,125;
Ouvidor;231505243;4250923;18485466;9,23668E+15;1471508;7,35272E+15;200131089;133087051;6,64999E+15;33843493;1,69107E+16;0,257786499;2,070045964;2,485400422;0,936839978;14,97233382;0,564363021;0,265296153;2,605805572;0,098222516;3,432429625;0,129381055;354663538,5;7273072,182;26961040,64;6,97383E+15;14920034,27;1,56687E+16;380699071,8;258465106,7;6,3727E+15;70967585,55;1,33814E+16;10,49;0,697;5,966666667;4,766666667;4,066666667;;;;6,783333333;;;6,433333333;4,766666667;4,066666667;0,993388335;0,92424333;0,944675007;;;;0,98824834;;;0,989250163;0,92424333;0,944675007;209,94;255,612;263,9566667;;;;237,126;;;223,748;255,612;263,9566667;221,13;255,154;261,6266667;;;;242,288;;;233,124;255,154;261,6266667;99,3;92,56666667;94,46666667;;;;98,81666667;;;98,93333333;92,56666667;94,46666667;1685,79;1,764419;2,181507415;2,432108495;2,311736342;1,040486875;0,88890889;1,12894204;2,678126044;1,095387841;1362,505455;2358,861818;2442,046364;1173,293636;3389,308333;3656,520909;3032,922727;1480,862727;1476,5;7200;1,316992866;1,995132733;1,75;0,919444444;1,627586207;1,424292845;1,585106383;SUL GOIANO;5,6;228,436;255,383;262,7916667;241,9095;215,535;255,383;262,7916667;235,459;239,707;;;;;;;;;5,366666667;
Posse;240422822;765263;70120208;3,1808E+13;15247116;6,91641E+15;22044856;16155295;7,32837E+15;118925942;5,39473E+15;2,417597669;2,030087695;2,41147937;1005,709872;0,284460025;1,186343367;23,97788305;2,744235744;0,114448625;2,285368957;0,953115399;353304441,2;1001748,455;111393207;1,26586E+16;25022063,64;6,76051E+15;330195632,4;29396001,73;7,76019E+15;194424192,5;4,39758E+15;9,05;0,53;6,22;5,15;4,466666667;;;;6,2;5,233333333;5,233333333;6,2;5,183333333;4,7;0,972478606;0,947367335;0,974755327;;;0,8298905;0,968518332;0,893335835;0,893722663;0,970369515;0,920304685;0,950686333;217,915;261,67;269,61;;;;218,996;271,15;313,67;218,3;265,532;282,31;238,035;266,47;273,5933333;;;;235,008;276,662;318,1;235,06;270,628;285,82;96,68;94,71666667;97,43333333;;;79,95;96,83333333;89,1;89,16666667;96,85;91,95;94,73333333;891,5;2,250667;2,304687203;3,141843148;2,779756801;1,96579728;2,15995772;2,296056504;2,037828913;3,546081137;1356,071818;2367,979091;1012,961818;1212,64;1928,614545;1106,405455;1539,023636;1475,892727;5424,735714;34914;1,111238423;7,138560335;1,649635036;0,978461538;1,110944528;1,163072776;1,625;LESTE GOIANO;5,691666667;226,68;268,08;284,065;247,38;227,975;264,07;271,6016667;246,0225;227,002;273,906;315,885;250,454;;;;;5,716666667;5,685;
Vianópolis;178699423;1424013;30185165;1,82798E+16;50755995;3,07372E+16;165128629;19523271;1,18231E+16;64664198;3,91599E+16;3,28659693;2,950812949;2,274431463;0,699868816;4,68897546;0,144285188;3,249796836;1,606383889;4,943028658;3,071636704;0,094517807;351081875,2;2368303,909;43755254,55;1,33768E+16;120789653,5;1,7956E+16;324463187,5;24325940,09;1,1741E+16;110447757,5;2,61002E+16;10,11;0,622;5,84;5,533333333;4,866666667;;;;6,083333333;;;6,05;5,45;4,866666667;0,942642794;0,95103767;0,955572997;;;;0,934954165;0,852413503;;0,936768175;0,934536313;0,955572997;211,2675;271,618;286,77;;;;223,29;;;222,34;271,618;286,77;226,4325;277,032;292,42;;;;233,846;;;233,144;277,032;292,42;94,3;95,08333333;95,5;;;;93,45;84,75;;93,61666667;93,38333333;95,5;921,46;2,376196;2,169821316;2,780924048;1,704441958;2,768308275;1,458135909;1,991807304;1,885174179;0,341908032;1421,891818;2040,427273;1168,072727;1391,64;1450,72;1263,765455;1541,854545;1505,929091;2342,71;14956;1,191903092;;2,577981651;0,869127517;1,169836957;1,338383838;1,19266055;SUL GOIANO;5,75;227,742;274,325;289,595;251,0335;218,85;274,325;289,595;246,5875;228,568;;;;;;;;;5,686666667;
Itapuranga;230409473;883303;55833805;2,60061E+15;32807908;1,52812E+16;214694656;33048272;1,53932E+16;93004672;4,33195E+15;2,168694852;2,202810361;2,229207628;1,030871972;2,917010009;1,34893844;2,162448575;1,039868802;0,480875621;2,255092594;1,042842183;337827952,3;1251059,455;83825938,64;1,54705E+16;63706852,73;1,5062E+16;222031602,4;27621761,64;6,96328E+15;148275734,3;2,71039E+16;10,54;0,653;6,275;5,4;4,6;;;;5,716666667;4,725;;5,866666667;5,283333333;4,6;0,992612748;0,953586337;0,91492533;;;;0,963928678;0,9073365;;0,971909998;0,944923328;0,91492533;207,12;267,546;285,45;;;;208,268;251,2933333;;209,986;265,462;285,45;236,8;272,674;288,67;;;;221,14;252,1733333;;223,386;269,64;288,67;98,95;95,36666667;91,66666667;;;;96,51666667;90,875;;97,08333333;94,56666667;91,66666667;974,29;1,76781;2,285679219;2,303528118;0,969123091;2,13023127;0,047693443;1,239292777;1,423785841;2,21044253;1204,767273;1630,343636;1290,685455;1187,821818;1083,188571;1143,766364;1366,345455;1561,326364;6306,801429;26113;0,99954067;0,79889669;2,306306306;0,904191617;1,223262032;0,981796117;1,544247788;CENTRO GOIANO;5,575;216,686;267,551;287,06;242,1185;221,96;270,11;287,06;246,035;214,704;251,7333333;;233,2186667;;;;;5,220833333;5,8375;
Turvelândia;264729754;6017953;14865966;6,19459E+15;44169149;1,84051E+15;239983239;147547882;6,14826E+15;33400243;1,39177E+15;1,764375545;1,446689265;2,602642035;1,409934519;3,815328274;2,066885482;1,84593114;1,131672605;0,613063283;2,0600463;11,15993037;326129475,5;5456420,182;22306805,82;8,13476E+15;111606582,4;2,36975E+16;278677628,6;103800912,6;1,16778E+16;52935390,45;1,31766E+16;10,25;0,605;;4,6;4,066666667;;;;5,266666667;4,7;;5,266666667;4,75;4,066666667;;0,976846505;0,970555323;;;;0,94628417;0,961940338;;0,94628417;0,966422672;0,970555323;;244,97;257,3266667;;;;198,62;244,3625;;198,62;247,63;257,3266667;;239,862;260,9366667;;;;212,062;251,7325;;212,062;249,034;260,9366667;;97,85;96,93333333;;;;94,46666667;96,33333333;;94,46666667;96,63333333;96,93333333;1281,17;2,119961;2,038947411;1,782624326;;1,740830261;;1,660522972;2,640954878;0,851186332;1980,653636;1898,187273;;1193,45;;2767,298182;2225,695455;1276,193636;3654,602;4985;1,133212094;;1,377142857;1,181818182;1;0,84164859;0,750988142;SUL GOIANO;5,008333333;205,341;248,332;259,1316667;226,8365;;242,416;259,1316667;;205,341;248,0475;;226,69425;;;;;4,983333333;;
Rubiataba;228557369;1212635;43755346;2,05547E+15;23005919;1,08073E+16;212872921;70452003;3,30958E+15;75659653;3,55422E+15;2,246326431;2,122562024;2,152175714;9,65851225;0,244677163;0,010980597;2,228268348;0,213786313;0,959428041;2,290016173;10,27711126;316102125,3;1623762,182;63408507,36;1,50478E+16;34112501,36;1,08098E+16;289095060,5;62869419,64;1,2985E+16;120037341,8;2,03727E+16;11,19;0,666;6,56;5,7;4,766666667;;;;7;5,683333333;;6,816666667;5,716666667;4,766666667;0,997651602;0,98136032;0,959180997;;;;0,996936837;0,986549835;;0,997197835;0,98316934;0,959180997;218,15;272,764;286,07;;;;233,258;272,408;;226,672;273,544;286,07;245,52;276,704;286,8266667;;;;254,254;272,702;;249,188;275,798;286,8266667;99,66;98,18333333;95,73333333;;;;99,7;98,56666667;;99,68333333;98,33333333;95,73333333;1055,79;2,072467;2,098326684;1,982303689;1,600503557;2,102434238;0,922239032;2,312512671;1,87831395;0,493725774;1921,112727;2065,760909;1118,157273;1120,573636;2255,315;1656,200909;1728,205455;1566,331818;4303,682222;19788;1,046153846;36,33834966;2,172413793;1,18537859;1,037757437;0,96969697;1,202205882;CENTRO GOIANO;6,266666667;237,93;274,671;286,4483333;256,3005;231,835;274,734;286,4483333;253,2845;243,756;272,555;;258,1555;;;;;6,341666667;6,13;
Serranópolis;207369272;2773429;19719189;9,87614E+15;103546267;5,186E+15;199664965;37419063;1,87409E+16;38980445;1,95229E+16;2,403849853;2,079794363;2,568592603;1,087981852;2,036567798;8,626314669;2,360878169;2,587479996;1,095982008;2,899762278;1,228255789;312007867,4;4011698,455;31460577,09;9,09481E+15;138999995,5;8,13607E+15;312723235,6;51334078,55;1,582E+16;72197410,27;1,85253E+16;9,08;0,551;;5,333333333;4,866666667;;;;5,783333333;;;5,783333333;5,3;4,866666667;;0,957121325;0,98022068;;;;0,962367505;0,940619248;;0,962367505;0,953668167;0,98022068;;265,564;286,3166667;;;;212,466;;;212,466;265,564;286,3166667;;262,488;284,4833333;;;;219,586;;;219,586;262,488;284,4833333;;96,05;97,9;;;;96,06666667;92,55;;96,06666667;95,36666667;97,9;1164,88;2,185727;2,320747153;3,182092065;0,734466043;1,98004205;;1,947157715;1,748635315;1,197748135;1572,047273;1859,911818;1440,910909;1432,474545;;2305,349091;1879,324545;1803,883636;7231,823333;8027;1,072984895;1;2,208;0,791366906;1,116492147;0,887272727;1,194690265;SUL GOIANO;5,541666667;216,026;264,026;285,4;240,026;;264,026;285,4;;216,026;;;;;;;;;;
Indiara;187526279;1368505;32976608;1,87509E+16;32388438;1,84165E+16;175866605;57110903;3,2474E+15;53390657;3,03586E+14;2,24267241;1,946623505;2,302104904;1,047990631;3,033307874;1,380857243;2,196684624;1,39021155;6,328680665;2,486718154;113,2032394;309897159,3;1772769,727;52032307,45;1,59267E+16;58944497,82;2,02569E+16;186113464;63614703,64;9,67104E+15;90947866,64;1,81037E+16;9,86;0,593;;4,7;4,333333333;;;;5,716666667;4,76;;5,716666667;4,716666667;4,333333333;;0,945272008;0,967063663;;;;0,984388998;0,967480838;;0,984388998;0,952168822;0,967063663;;248,614;270,76;;;;208,256;249,8175;;208,256;249,328;270,76;;251,044;266,1866667;;;;217,106;250,175;;217,106;250,746;266,1866667;;94,65;96,76666667;;;;98,31666667;96,95;;98,31666667;95,45;96,76666667;1067,27;1,925239;2,192834601;2,524294671;0,755803029;2,043735073;2,332256217;2,661545373;1,735573912;2,555879275;1412,237273;1787,096364;2056,378182;1275,025455;2214,112727;1382,437273;1685,196364;1546,49;7307,182857;17061;1,246511288;6,972033898;1,195876289;0,551724138;1,102831595;1,372250423;1,186311787;SUL GOIANO;5,216666667;212,681;250,037;268,4733333;231,359;;249,829;268,4733333;;212,681;249,99625;;231,338625;;;;;5,238333333;;
Anicuns;308863905;1523599;48138132;1,65859E+14;50768523;1,74922E+16;290234473;110895545;3,8209E+15;80432273;2,77129E+16;1,472932523;1,358413205;2,003877882;13,76316271;1,545180643;1,061270888;1,455971948;0,913986725;6,277502299;1,81900514;0,124934079;309317239,8;1743119,182;63197356,82;1,08179E+16;64957251;1,37347E+16;322906997,8;75262064,09;1,66482E+16;100052529,3;2,23571E+16;10,47;0,627;6,9;5,65;4,566666667;;;;6,733333333;4,2;;6,8;5,566666667;4,566666667;0,997662753;0,981506163;0,931175667;;;;0,99404351;0,928324505;;0,995529175;0,973082162;0,931175667;230,8033333;269,86;278,4866667;;;;225,804;240,59;;228,09;268,092;278,4866667;252,0566667;274,344;287,26;;;;245,996;247,315;;248,704;272,426;287,26;99,7;98,18333333;93,1;;;;99,45;92,975;;99,56666667;97,35;93,1;1170,93;1,653276;2,235444517;2,146640709;2,869524979;1,925444521;1,4;1,48093902;1,848481609;0,315248032;1173,943636;1601,287273;1130,685455;1140,749091;1234,541667;1777,59;1628,52;1885,882727;5612,745;18503;0,914225011;;1,899159664;0,834586466;1,056417489;0,998802395;1,004081633;CENTRO GOIANO;6,183333333;238,397;270,259;282,8733333;254,328;241,43;272,102;282,8733333;256,766;235,9;243,9525;;239,92625;;;;;5,466666667;6,275;
Cavalcante;305421553;3251241;27851066;9,19877E+15;10642648;3,5151E+16;302769568;246312168;8,1353E+15;17963686;5,93312E+14;1,466089746;1,416189695;1,992034308;1,365070615;1,88226417;1,289849023;1,459290301;1,334782032;0,914678889;2,089943289;14,32164174;308904584,9;3205379,091;42642577;1,106E+16;13412575,27;2,00346E+16;218309453,3;219288838,7;6,2789E+15;26059760,36;7,23229E+15;8,14;0,415;;3,916666667;3,166666667;;;;4,433333333;;;4,433333333;3,916666667;3,166666667;0,89451325;0,856310158;0,852813;;;;0,888528672;0,889;;0,889698333;0,857350507;0,852813;;235,128;241,45;;;;179,938;;;179,938;235,128;241,45;;235,4;243,2233333;;;;195,868;;;195,868;235,4;243,2233333;91,65;85,58333333;85;;;;88,65;88,9;;88,76666667;85,66666667;85;1053,88;2,165161;1,896885425;2,64283778;1;1,915015596;0,871487475;0,416924222;1,453155736;2,644413019;968,2218182;1620,524545;678;1084,820909;1593,428182;742,695;1676,09;1811,77;6592,028182;9589;1,020975298;;1,481481481;1,183006536;0,880541872;0,629518072;1,513227513;NORTE GOIANO;4,175;187,903;235,264;242,3366667;211,5835;;235,264;242,3366667;;187,903;;;;;;;;;;
Campo Alegre de Goiás;198585192;3278606;17987003;9,42158E+15;118687476;6,21684E+15;190912795;13463435;7,05214E+13;40774882;2,13579E+16;2,928534606;2,292341318;2,38198209;0,812314307;3,284762252;1,120184481;2,932340438;1,914494407;65,28895422;2,485372686;0,847573035;304368862,8;5125806,545;25324973,27;7,43355E+15;178303403,6;6,29422E+15;298866614,5;18383684,27;9,29043E+15;67188879,09;1,8658E+16;9,41;0,586;;4,533333333;4;;;;5,95;;;5,95;4,533333333;4;;0,90797133;0,86402533;;;;0,963721832;;;0,963721832;0,908007997;0,86402533;;248,77;273,035;;;;213,918;;;213,918;248,77;273,035;;248,854;265,6;;;;223,288;;;223,288;248,854;265,6;;91;86,46666667;;;;96,41666667;;;96,41666667;91;86,46666667;1042,37;2,21595;2,16441678;2,518496361;3,007647059;1,942310508;;2,103506892;2,139584932;1,114933884;1742,115455;1879,16;1227,911111;1410,580909;;1228,607273;1738,173636;1873,431818;1546,63;7422;1,224752475;15,20804911;2,395683453;0,768382353;1,170928668;1,002457002;1,314655172;SUL GOIANO;5,241666667;218,603;248,812;269,3175;233,7075;;248,812;269,3175;;218,603;;;;;;;;;;
Itapaci;190384309;1030162;38871473;2,1817E+16;20242599;1,13614E+16;178170638;61442655;3,44853E+15;57613911;3,23364E+15;2,405884263;1,898431509;2,70937106;1,123293983;2,919966651;0,121060604;2,411987513;1,990319038;8,251780026;2,482558579;1,029258471;298441555;1281091,636;56105693,45;1,81231E+16;33809053,73;1,2334E+16;277626132,5;55802921,82;1,44867E+16;97715835,36;1,27792E+16;10,64;0,626;5,8;5,016666667;4,5;;;;5,716666667;4,46;;5,733333333;4,833333333;4,5;0,981396495;0,933639157;0,96264735;;;;0,953437993;0,888895995;;0,955475002;0,915846347;0,96264735;199,495;258,262;273,18;;;;208,89;252,9425;;209,518;255,868;273,18;229,63;260,966;278,48;;;;227,226;255,52;;227,216;259,06;278,48;97,525;93,36666667;96,16666667;;;;95,81666667;89,15;;95,81666667;91,78333333;96,16666667;1073,49;1,854298;2,28778803;2,368882707;2,464220265;2,055831974;1,958401869;1,828592389;1,581276676;1,477261651;1244,775455;1685,722727;1601,358889;1140,657273;1990,313333;1731,994545;1555,060909;1487,849091;3286,349091;21087;1,142431466;;1,862385321;0,94;1,00516129;1,09375;1,175438596;CENTRO GOIANO;5,283333333;218,367;257,464;275,83;237,9155;214,5625;259,614;275,83;237,08825;218,058;254,23125;;236,144625;;;;;5,088333333;5,408333333;
Piranhas;145518664;1291433;24895504;1,85984E+16;34569496;2,58254E+15;133858531;12967622;9,68756E+15;61425909;4,58887E+15;3,200289188;3,510597143;2,041402978;0,650458951;3,724456266;1,186735761;0,313840401;8,276534587;0,263717946;2,168479835;6,909498682;276797556,8;2240842,182;36694781,64;1,01571E+16;57308656,09;8,33102E+15;216091564,2;42986826,18;1,07596E+16;122134505,5;1,4571E+16;10,47;0,631;5,85;5,02;4,433333333;;;;5,933333333;4,75;;5,933333333;4,833333333;4,433333333;0,983917822;0,928279485;0,870458343;;;;0,974626327;0,919603998;;0,977877835;0,925488338;0,870458343;209,812;258,052;289,76;;;;214,426;252,222;;213,26;253,594;289,76;220,404;262,522;291,02;;;;226,548;259,442;;225,338;259,96;291,02;98,25;92,85;87,1;;;;97,7;92,05;;97,83333333;92,6;87,1;981,59;2,223219;2,374498287;2,629896651;3,306825688;2,424283329;1,962204358;2,09548791;2,213539121;1,666431143;1369,803636;2165,432727;2250,906;1211,215455;2317,242727;1350,507273;1629,403636;1860,42;4818,94;11712;1,039588141;;1,940740741;1,028490028;1,017379679;0,877018634;1,251207729;NOROESTE GOIANO;5,383333333;219,299;256,777;290,39;238,038;215,108;260,287;290,39;237,6975;220,487;255,832;;238,1595;;;;;5,341666667;5,435;
Perolândia;28266111;9581733;1036019;3,7352E+16;203893599;7,35105E+15;277366696;20448205;7,37226E+15;42664702;1,53821E+16;1,685386999;1,581893589;28,69114949;0,17502669;0,905465272;0,552367515;1,639244248;8,444651597;5,151551764;1,585634982;0,967296353;272427578,6;8913977,727;19196488,18;1,22954E+16;150015096,9;1,1922E+16;275834182,8;60819701,27;1,40328E+16;53091043,36;1,60321E+16;8,22;0,538;;5,3;4,6;;;;5,766666667;;;5,766666667;5,3;4,6;;0,948165173;0,94820349;;;;0,944063837;;;0,944063837;0,948165173;0,94820349;;267,334;277,665;;;;214;;;214;267,334;277,665;;269,092;284,4;;;;223,392;;;223,392;269,092;284,4;;95,1;95,85;;;;94,35;;;94,35;95,1;95,85;1130,22;2,707517;1,779363082;2,413593491;1,649545455;2,177031871;2,22968765;5,790403879;2,670118918;;1759,997273;1878,657273;1384,5;1203,129091;2242,859091;2712,615455;2421,88;2044,082727;;2964;1,004745763;;1,443396226;0,960869565;1,120243531;0,928825623;0,728594507;SUL GOIANO;5,533333333;218,696;268,213;281,0325;243,4545;;268,213;281,0325;;218,696;;;;;;;;;;
Nova Crixás;19281443;1618793;31491569;1,71356E+16;99213276;5,39853E+15;183778298;7196759;3,916E+15;45876694;2,49631E+16;25,05946557;2,305780294;2,316372455;0,926153475;2,528509199;1,010971951;2,501067607;1,908514235;7,630798264;2,66145915;1,064129231;271278875,5;2291676,545;50145774,82;1,47928E+16;152419017,5;3,38526E+15;278935495,7;8784672,636;1,16678E+16;85272771,09;1,33844E+16;9,07;0,485;4,7;4,516666667;3,833333333;;;;4,966666667;4,1;;4,966666667;4,333333333;3,833333333;0,92956102;0,929020823;0,928289003;;;;0,918093658;0,888305502;;0,919353492;0,907519662;0,928289003;178,88;244,716;262,18;;;;193,698;241,0175;;193,238;243,41;262,18;201,85;244,688;251,3166667;;;;207,56;236,8275;;207,308;241,754;251,3166667;92,5;92,93333333;92,73333333;;;;91,66666667;88,71666667;;91,78333333;90,81666667;92,73333333;1061,44;2,129532;2,088427165;2,921244701;0,527098071;1,895319548;3,757823129;1,525218319;1,737675437;0,35100286;1722,57;2036,238182;1462,99125;1073,541818;1470,289;1101,876364;1717,952727;1802,229091;3198,122;12815;1,074452922;;1,913043478;1,079365079;1,171223022;0,774603175;1,271551724;NOROESTE GOIANO;4,65;200,273;242,582;256,7483333;221,4275;190,365;244,702;256,7483333;217,5335;200,629;238,9225;;219,77575;;;;;4,533333333;4,608333333;
Davinópolis;116320507;5674171;8300134;7,30657E+15;8824762;7,7684E+15;113598215;85313658;7,51012E+15;11159661;9,8238E+15;5,196991722;5,087790446;2,726169361;5,141001802;2,540125388;4,79016065;5,302797909;6,386241474;1,204315454;1,121107801;2,114181645;261341636,5;12776209,18;12864117,55;1,51904E+16;13973383,55;1,77388E+16;298193735,1;258694580,2;7,77847E+15;7681043,727;1,15056E+16;10,91;0,606;;4,575;4,7;;;;5,2;;;5,666666667;4,575;4,7;;0,917601243;0,97997901;;;;0,897434233;;;0,940386592;0,915914392;0,97997901;;243,7433333;277,42;;;;202,25;;;212,89;243,7433333;277,42;;252,2133333;290,61;;;;215,675;;;222,2266667;252,2133333;290,61;;92,6;97,6;;;;91,8;;;94,14;92,12;97,6;906,24;2,572122;2,11348823;2,054895953;0,492510456;1,393440597;1,066990196;1,106093437;2,435731841;2,437173902;1156,262727;1509,917273;1969,875;1096,911818;1054,165;1278,163636;1701,391818;1366,701818;4866,967;1902;0,925097276;;1,257246377;0,899665552;1,111269615;0,828908555;1,74025974;SUL GOIANO;5,120833333;217,5583333;247,9783333;284,015;232,7683333;;247,9783333;284,015;;208,9625;;;;;;;;;;
